DBP0000034	DDB_G0272520
DBP0000098	DDB_G0277143
DBP0000099	DDB_G0277143
DBP0000100	DDB_G0277223
DBP0000101	DDB_G0277223
DBP0000102	DDB_G0277223
DBP0000104	DDB_G0285211
DBP0000105	DDB_G0285211
DBP0000106	DDB_G0282375
DBP0000107	DDB_G0282375
DBP0000011	DDB_G0272520
DBP0000013	DDB_G0275931
DBP0000014	DDB_G0279407
DBP0000015	DDB_G0270210
DBP0000016	DDB_G0275931
DBP0000017	DDB_G0271144
DBP0000018	DDB_G0283539
DBP0000020	DDB_G0273397
DBP0000020	DDB_G0273533
DBP0000022	DDB_G0273397
DBP0000022	DDB_G0273533
DBP0000023	DDB_G0272520
DBP0000025	DDB_G0272520
DBP0000026	DDB_G0276353
DBP0000027	DDB_G0280041
DBP0000028	DDB_G0288179
DBP0000029	DDB_G0277829
DBP0000030	DDB_G0277829
DBP0000031	DDB_G0272520
DBP0000035	DDB_G0272520
DBP0000039	DDB_G0269132
DBP0000040	DDB_G0277853
DBP0000043	DDB_G0273397
DBP0000043	DDB_G0273533
DBP0000046	DDB_G0277853
DBP0000048	DDB_G0279413
DBP0000117	DDB_G0272520
DBP0000108	DDB_G0272106
DBP0000019	DDB_G0273397
DBP0000019	DDB_G0273533
DBP0000158	DDB_G0276153
DBP0000118	DDB_G0273065
DBP0000118	DDB_G0273885
DBP0000124	DDB_G0288179
DBP0000125	DDB_G0285425
DBP0000126	DDB_G0285425
DBP0000127	DDB_G0286185
DBP0000128	DDB_G0286185
DBP0000129	DDB_G0286185
DBP0000047	DDB_G0277853
DBP0000051	DDB_G0269132
DBP0000178	DDB_G0270994
DBP0000179	DDB_G0272520
DBP0000180	DDB_G0277853
DBP0000181	DDB_G0270994
DBP0000182	DDB_G0274135
DBP0000183	DDB_G0270994
DBP0000185	DDB_G0289075
DBP0000186	DDB_G0272520
DBP0000188	DDB_G0285425
DBP0000189	DDB_G0276353
DBP0000191	DDB_G0291982
DBP0000198	DDB_G0272520
DBP0000077	DDB_G0277399
DBP0000078	DDB_G0277399
DBP0000079	DDB_G0274569
DBP0000080	DDB_G0274569
DBP0000081	DDB_G0270658
DBP0000082	DDB_G0277829
DBP0000083	DDB_G0277829
DBP0000084	DDB_G0285161
DBP0000086	DDB_G0272520
DBP0000087	DDB_G0281545
DBP0000088	DDB_G0283605
DBP0000089	DDB_G0284411
DBP0000090	DDB_G0272002
DBP0000091	DDB_G0281545
DBP0000092	DDB_G0277399
DBP0000093	DDB_G0273397
DBP0000093	DDB_G0273533
DBP0000094	DDB_G0272520
DBP0000095	DDB_G0272520
DBP0000096	DDB_G0272520
DBP0000097	DDB_G0281387
DBP0000109	DDB_G0272520
DBP0000110	DDB_G0272520
DBP0000111	DDB_G0272520
DBP0000049	DDB_G0267412
DBP0000050	DDB_G0277853
DBP0000054	DDB_G0282817
DBP0000055	DDB_G0277861
DBP0000056	DDB_G0276759
DBP0000057	DDB_G0289815
DBP0000058	DDB_G0285253
DBP0000059	DDB_G0288179
DBP0000060	DDB_G0273065
DBP0000060	DDB_G0273885
DBP0000061	DDB_G0276761
DBP0000062	DDB_G0291982
DBP0000063	DDB_G0272520
DBP0000064	DDB_G0274125
DBP0000065	DDB_G0276353
DBP0000066	DDB_G0286557
DBP0000067	DDB_G0286557
DBP0000068	DDB_G0285161
DBP0000069	DDB_G0285161
DBP0000070	DDB_G0273397
DBP0000070	DDB_G0273533
DBP0000071	DDB_G0273397
DBP0000071	DDB_G0273533
DBP0000072	DDB_G0283605
DBP0000073	DDB_G0277829
DBP0000116	DDB_G0272616
DBP0000116	DDB_G0274021
DBP0000290	DDB_G0277399
DBP0000292	DDB_G0271504
DBP0000293	DDB_G0280971
DBP0000294	DDB_G0271502
DBP0000295	DDB_G0282925
DBP0000296	DDB_G0284333
DBP0000297	DDB_G0283767
DBP0000298	DDB_G0283767
DBP0000299	DDB_G0278971
DBP0000301	DDB_G0280041
DBP0000302	DDB_G0276267
DBP0000303	DDB_G0280041
DBP0000305	DDB_G0283081
DBP0000306	DDB_G0283539
DBP0000307	DDB_G0286557
DBP0000308	DDB_G0288511
DBP0000309	DDB_G0286355
DBP0000311	DDB_G0280531
DBP0000312	DDB_G0274109
DBP0000313	DDB_G0272520
DBP0000314	DDB_G0274569
DBP0000315	DDB_G0291372
DBP0000316	DDB_G0284863
DBP0000318	DDB_G0276269
DBP0000322	DDB_G0274569
DBP0000323	DDB_G0277859
DBP0000325	DDB_G0272520
DBP0000326	DDB_G0272520
DBP0000327	DDB_G0272520
DBP0000328	DDB_G0272520
DBP0000329	DDB_G0272520
DBP0000331	DDB_G0272520
DBP0000333	DDB_G0272520
DBP0000334	DDB_G0274569
DBP0000335	DDB_G0272520
DBP0000336	DDB_G0272520
DBP0000339	DDB_G0292390
DBP0000340	DDB_G0286191
DBP0000341	DDB_G0286191
DBP0000342	DDB_G0292390
DBP0000346	DDB_G0276887
DBP0000330	DDB_G0276887
DBP0000344	DDB_G0276887
DBP0000345	DDB_G0276887
DBP0000332	DDB_G0276887
DBP0000356	DDB_G0272520
DBP0000357	DDB_G0272520
DBP0000364	DDB_G0274607
DBP0000365	DDB_G0276973
DBP0000366	DDB_G0277399
DBP0000367	DDB_G0284465
DBP0000368	DDB_G0284465
DBP0000353	DDB_G0284329
DBP0000369	DDB_G0287271
DBP0000370	DDB_G0287271
DBP0000371	DDB_G0287271
DBP0000373	DDB_G0287271
DBP0000374	DDB_G0287271
DBP0000376	DDB_G0267412
DBP0000377	DDB_G0277853
DBP0000378	DDB_G0286355
DBP0000382	DDB_G0286355
DBP0000383	DDB_G0286355
DBP0000384	DDB_G0274109
DBP0000385	DDB_G0274569
DBP0000389	DDB_G0288179
DBP0000390	DDB_G0279343
DBP0000392	DDB_G0279343
DBP0000396	DDB_G0267690
DBP0000397	DDB_G0267690
DBP0000352	DDB_G0276761
DBP0000372	DDB_G0287271
DBP0000375	DDB_G0277399
DBP0000391	DDB_G0279343
DBP0000393	DDB_G0279343
DBP0000394	DDB_G0279343
DBP0000395	DDB_G0272520
DBP0000398	DDB_G0267690
DBP0000399	DDB_G0267690
DBP0000400	DDB_G0267690
DBP0000401	DDB_G0267690
DBP0000402	DDB_G0267690
DBP0000403	DDB_G0281545
DBP0000113	DDB_G0276947
DBP0000115	DDB_G0276947
DBP0000002	DDB_G0276459
DBP0000003	DDB_G0276459
DBP0000004	DDB_G0276459
DBP0000199	DDB_G0272520
DBP0000201	DDB_G0272520
DBP0000203	DDB_G0272520
DBP0000204	DDB_G0273065
DBP0000204	DDB_G0273885
DBP0000205	DDB_G0273065
DBP0000205	DDB_G0273885
DBP0000206	DDB_G0279189
DBP0000207	DDB_G0288181
DBP0000208	DDB_G0282489
DBP0000209	DDB_G0267452
DBP0000210	DDB_G0268144
DBP0000211	DDB_G0268144
DBP0000212	DDB_G0268144
DBP0000213	DDB_G0289067
DBP0000349	DDB_G0280041
DBP0000214	DDB_G0289067
DBP0000215	DDB_G0272825
DBP0000216	DDB_G0272825
DBP0000217	DDB_G0285995
DBP0000218	DDB_G0283903
DBP0000219	DDB_G0275695
DBP0000220	DDB_G0275695
DBP0000221	DDB_G0275695
DBP0000222	DDB_G0277379
DBP0000223	DDB_G0279921
DBP0000042	DDB_G0281545
DBP0000226	DDB_G0274135
DBP0000228	DDB_G0280041
DBP0000229	DDB_G0280041
DBP0000230	DDB_G0280041
DBP0000232	DDB_G0289329
DBP0000233	DDB_G0284331
DBP0000234	DDB_G0292564
DBP0000235	DDB_G0284331
DBP0000236	DDB_G0284331
DBP0000237	DDB_G0282923
DBP0000238	DDB_G0282923
DBP0000239	DDB_G0280041
DBP0000240	DDB_G0288769
DBP0000241	DDB_G0288769
DBP0000242	DDB_G0288769
DBP0000227	DDB_G0281545
DBP0000243	DDB_G0272520
DBP0000244	DDB_G0272520
DBP0000245	DDB_G0272520
DBP0000246	DDB_G0292592
DBP0000247	DDB_G0292592
DBP0000248	DDB_G0284611
DBP0000249	DDB_G0284611
DBP0000250	DDB_G0281385
DBP0000251	DDB_G0281385
DBP0000252	DDB_G0293434
DBP0000253	DDB_G0293434
DBP0000254	DDB_G0293434
DBP0000255	DDB_G0291237
DBP0000256	DDB_G0291237
DBP0000257	DDB_G0284411
DBP0000258	DDB_G0284411
DBP0000259	DDB_G0284411
DBP0000260	DDB_G0291237
DBP0000261	DDB_G0291858
DBP0000262	DDB_G0291858
DBP0000263	DDB_G0291858
DBP0000264	DDB_G0272520
DBP0000265	DDB_G0272520
DBP0000270	DDB_G0267412
DBP0000271	DDB_G0272110
DBP0000272	DDB_G0279413
DBP0000273	DDB_G0279413
DBP0000274	DDB_G0279413
DBP0000275	DDB_G0279413
DBP0000276	DDB_G0279413
DBP0000277	DDB_G0277853
DBP0000278	DDB_G0277853
DBP0000279	DDB_G0288877
DBP0000280	DDB_G0274387
DBP0000281	DDB_G0281381
DBP0000282	DDB_G0281381
DBP0000283	DDB_G0281381
DBP0000284	DDB_G0276967
DBP0000285	DDB_G0276967
DBP0000286	DDB_G0276967
DBP0000287	DDB_G0276967
DBP0000288	DDB_G0276967
DBP0000289	DDB_G0277399
DBP0000410	DDB_G0272520
DBP0000445	DDB_G0289257
DBP0000460	DDB_G0272106
DBP0000463	DDB_G0272520
DBP0000466	DDB_G0269100
DBP0000499	DDB_G0284951
DBP0000500	DDB_G0284951
DBP0000501	DDB_G0284951
DBP0000502	DDB_G0289247
DBP0000503	DDB_G0277139
DBP0000505	DDB_G0276945
DBP0000507	DDB_G0293434
DBP0000511	DDB_G0275065
DBP0000406	DDB_G0283907
DBP0000407	DDB_G0272002
DBP0000408	DDB_G0287153
DBP0000415	DDB_G0290959
DBP0000417	DDB_G0290685
DBP0000419	DDB_G0287553
DBP0000420	DDB_G0288457
DBP0000425	DDB_G0291974
DBP0000428	DDB_G0292148
DBP0000433	DDB_G0280299
DBP0000438	DDB_G0279405
DBP0000439	DDB_G0285165
DBP0000444	DDB_G0289257
DBP0000446	DDB_G0289257
DBP0000464	DDB_G0287689
DBP0000465	DDB_G0287689
DBP0000467	DDB_G0269100
DBP0000479	DDB_G0291253
DBP0000482	DDB_G0277497
DBP0000483	DDB_G0293904
DBP0000493	DDB_G0282835
DBP0000495	DDB_G0292974
DBP0000496	DDB_G0275429
DBP0000504	DDB_G0277901
DBP0000508	DDB_G0293434
DBP0000509	DDB_G0281385
DBP0000510	DDB_G0288485
DBP0000512	DDB_G0281385
DBP0000513	DDB_G0293434
DBP0000514	DDB_G0281385
DBP0000515	DDB_G0281385
DBP0000405	DDB_G0283907
DBP0000443	DDB_G0277701
DBP0000454	DDB_G0286185
DBP0000481	DDB_G0274135
DBP0000484	DDB_G0289247
DBP0000404	DDB_G0281545
DBP0000409	DDB_G0272520
DBP0000414	DDB_G0272520
DBP0000451	DDB_G0281545
DBP0000459	DDB_G0272520
DBP0000461	DDB_G0281545
DBP0000472	DDB_G0269100
DBP0000473	DDB_G0269100
DBP0000475	DDB_G0279415
DBP0000490	DDB_G0283699
DBP0000491	DDB_G0289073
DBP0000491	DDB_G0283389
DBP0000498	DDB_G0284951
DBP0000418	DDB_G0273809
DBP0000421	DDB_G0277239
DBP0000423	DDB_G0273201
DBP0000424	DDB_G0282625
DBP0000426	DDB_G0278585
DBP0000429	DDB_G0274431
DBP0000430	DDB_G0270572
DBP0000432	DDB_G0285547
DBP0000434	DDB_G0284897
DBP0000440	DDB_G0269204
DBP0000441	DDB_G0280089
DBP0000447	DDB_G0289257
DBP0000442	DDB_G0292564
DBP0000450	DDB_G0281545
DBP0000452	DDB_G0281545
DBP0000455	DDB_G0280041
DBP0000458	DDB_G0272106
DBP0000462	DDB_G0271908
DBP0000471	DDB_G0269100
DBP0000474	DDB_G0269100
DBP0000476	DDB_G0277853
DBP0000477	DDB_G0273065
DBP0000477	DDB_G0273885
DBP0000480	DDB_G0277497
DBP0000485	DDB_G0276945
DBP0000486	DDB_G0277139
DBP0000489	DDB_G0281957
DBP0000497	DDB_G0275429
DBP0000571	DDB_G0279189
DBP0000572	DDB_G0267412
DBP0000573	DDB_G0267412
DBP0000578	DDB_G0277853
DBP0000640	DDB_G0268888
DBP0000641	DDB_G0269760
DBP0000642	DDB_G0270786
DBP0000643	DDB_G0272885
DBP0000643	DDB_G0274011
DBP0000644	DDB_G0273131
DBP0000644	DDB_G0273639
DBP0000645	DDB_G0274689
DBP0000646	DDB_G0275467
DBP0000647	DDB_G0277103
DBP0000648	DDB_G0277545
DBP0000649	DDB_G0280375
DBP0000650	DDB_G0281057
DBP0000651	DDB_G0281769
DBP0000652	DDB_G0281975
DBP0000653	DDB_G0282491
DBP0000654	DDB_G0286967
DBP0000655	DDB_G0287895
DBP0000656	DDB_G0288419
DBP0000657	DDB_G0288419
DBP0000658	DDB_G0289777
DBP0000658	DDB_G0289805
DBP0000659	DDB_G0293982
DBP0000660	DDB_G0305538
DBP0000574	DDB_G0267412
DBP0000581	DDB_G0277853
DBP0000582	DDB_G0286119
DBP0000583	DDB_G0276761
DBP0000676	DDB_G0278171
DBP0000703	DDB_G0274267
DBP0000704	DDB_G0277431
DBP0000705	DDB_G0272965
DBP0000706	DDB_G0272670
DBP0000707	DDB_G0295493
DBP0000708	DDB_G0275745
DBP0000709	DDB_G0289231
DBP0000710	DDB_G0275241
DBP0000580	DDB_G0277853
DBP0000711	DDB_G0284847
DBP0000712	DDB_G0273315
DBP0000713	DDB_G0280943
DBP0000714	DDB_G0292168
DBP0000715	DDB_G0278457
DBP0000716	DDB_G0289791
DBP0000717	DDB_G0291824
DBP0000722	DDB_G0276269
DBP0000723	DDB_G0291350
DBP0000724	DDB_G0267692
DBP0000725	DDB_G0285747
DBP0000726	DDB_G0290347
DBP0000727	DDB_G0279355
DBP0000728	DDB_G0277487
DBP0000576	DDB_G0277853
DBP0000577	DDB_G0277853
DBP0000579	DDB_G0277853
DBP0000729	DDB_G0286031
DBP0000730	DDB_G0287877
DBP0000731	DDB_G0288007
DBP0000732	DDB_G0278235
DBP0000733	DDB_G0289503
DBP0000734	DDB_G0290481
DBP0000735	DDB_G0291263
DBP0000736	DDB_G0285859
DBP0000737	DDB_G0295493
DBP0000738	DDB_G0295493
DBP0000739	DDB_G0267380
DBP0000740	DDB_G0295493
DBP0000741	DDB_G0267938
DBP0000742	DDB_G0273059
DBP0000742	DDB_G0273737
DBP0000743	DDB_G0270652
DBP0000744	DDB_G0269288
DBP0000745	DDB_G0291800
DBP0000746	DDB_G0270470
DBP0000747	DDB_G0270724
DBP0000748	DDB_G0285747
DBP0000749	DDB_G0278945
DBP0000778	DDB_G0280689
DBP0000779	DDB_G0280689
DBP0000780	DDB_G0280689
DBP0000781	DDB_G0280689
DBP0000782	DDB_G0280689
DBP0000783	DDB_G0280689
DBP0000784	DDB_G0280689
DBP0000785	DDB_G0280531
DBP0000677	DDB_G0285859
DBP0000678	DDB_G0268222
DBP0000679	DDB_G0291464
DBP0000680	DDB_G0284159
DBP0000681	DDB_G0293662
DBP0000682	DDB_G0278663
DBP0000683	DDB_G0278663
DBP0000684	DDB_G0278353
DBP0000685	DDB_G0279135
DBP0000686	DDB_G0282113
DBP0000687	DDB_G0270666
DBP0000688	DDB_G0269834
DBP0000689	DDB_G0287421
DBP0000690	DDB_G0269306
DBP0000691	DDB_G0287515
DBP0000692	DDB_G0277951
DBP0000693	DDB_G0279783
DBP0000694	DDB_G0269150
DBP0000695	DDB_G0286363
DBP0000696	DDB_G0287659
DBP0000584	DDB_G0277853
DBP0000697	DDB_G0270586
DBP0000698	DDB_G0283535
DBP0000699	DDB_G0271808
DBP0000700	DDB_G0277245
DBP0000701	DDB_G0273017
DBP0000702	DDB_G0290535
DBP0000587	DDB_G0271758
DBP0000588	DDB_G0290959
DBP0000597	DDB_G0279737
DBP0000662	DDB_G0278171
DBP0000663	DDB_G0285859
DBP0000664	DDB_G0268222
DBP0000665	DDB_G0291464
DBP0000666	DDB_G0284159
DBP0000667	DDB_G0293662
DBP0000668	DDB_G0278663
DBP0000669	DDB_G0278663
DBP0000670	DDB_G0278353
DBP0000671	DDB_G0279135
DBP0000672	DDB_G0282113
DBP0000673	DDB_G0270666
DBP0000674	DDB_G0269834
DBP0000786	DDB_G0280531
DBP0000787	DDB_G0280531
DBP0000788	DDB_G0280531
DBP0000789	DDB_G0280531
DBP0000790	DDB_G0280531
DBP0000792	DDB_G0280689
DBP0000792	DDB_G0280531
DBP0000793	DDB_G0280689
DBP0000793	DDB_G0280531
DBP0000794	DDB_G0280689
DBP0000794	DDB_G0280531
DBP0000795	DDB_G0280689
DBP0000795	DDB_G0280531
DBP0000796	DDB_G0280689
DBP0000796	DDB_G0280531
DBP0000797	DDB_G0280689
DBP0000797	DDB_G0280531
DBP0000798	DDB_G0280689
DBP0000798	DDB_G0280531
DBP0000799	DDB_G0280689
DBP0000799	DDB_G0280531
DBP0000800	DDB_G0280689
DBP0000800	DDB_G0280531
